GRANTEE,GRANTOR,GRANTEE_HOST,GRANTOR_HOST,IS_GRANTABLE,ROUTINE_NAME,SPECIFIC_NAME,PRIVILEGE_TYPE,ROUTINE_SCHEMA,ROUTINE_CATALOG,SPECIFIC_SCHEMA,SPECIFIC_CATALOG

