GRANTEE,GRANTOR,TABLE_NAME,COLUMN_NAME,GRANTEE_HOST,GRANTOR_HOST,IS_GRANTABLE,TABLE_SCHEMA,TABLE_CATALOG,PRIVILEGE_TYPE

